chr1	227614	228114	501	AP006222.2	-
chr1	5922870	5923370	501	NPHP4	-
chr1	6694227	6694727	501	DNAJC11	-
chr1	8412456	8412956	501	RERE	-
chr1	10690316	10690816	501	PEX14	+
chr1	12571600	12572100	501	VPS13D	+
chr1	16573333	16573833	501	FBXO42	-
chr1	21132962	21133462	501	EIF4G3	-
chr1	25170316	25170816	501	CLIC4	+
chr1	32372021	32372521	501	PTP4A2	-
chr1	32517891	32518391	501	RP11-277A4.4	-
chr1	32641670	32642170	501	KPNA6	+
chr1	36537602	36538102	501	AGO3	+
chr1	41492871	41493371	501	SCMH1	-
chr1	41972035	41972535	501	HIVEP3	-
chr1	42642209	42642709	501	FOXJ3	-
chr1	43917822	43918322	501	SZT2	+
chr1	44396332	44396832	501	ST3GAL3	+
chr1	44686741	44687241	501	ERI3	-
chr1	46501297	46501797	501	MAST2	+
chr1	48998526	48999026	501	AGBL4	-
chr1	50905149	50905649	501	FAF1	-
chr1	52026802	52027302	501	RP11-191G24.1	+
chr1	52811859	52812359	501	ZFYVE9	+
chr1	53360171	53360671	501	ZYG11A	+
chr1	53711216	53711716	501	LRP8	-
chr1	60232848	60233348	501	FGGY	+
chr1	61005920	61006420	501	RP11-776H12.1	-
chr1	61927966	61928466	501	NFIA	+
chr1	62920398	62920898	501	DOCK7	-
chr1	63906440	63906940	501	ITGB3BP	-
chr1	65745138	65745638	501	RP5-1044H5.1	-
chr1	65881053	65881553	501	DNAJC6	+
chr1	67453803	67454303	501	MIER1	+
chr1	67862084	67862584	501	IL12RB2	+
chr1	68668171	68668671	501	GNG12-AS1	+
chr1	70617129	70617629	501	LRRC7	+
chr1	70726270	70726770	501	ANKRD13C	-
chr1	71955153	71955653	501	ZRANB2-AS2	+
chr1	75667815	75668315	501	SLC44A5	-
chr1	78343607	78344107	501	FAM73A	+
chr1	87601835	87602335	501	HS2ST1	+
chr1	89301439	89301939	501	PKN2	+
chr1	90062924	90063424	501	LRRC8B	+
chr1	91380858	91381358	501	ZNF644	-
chr1	91726322	91726822	501	HFM1	-
chr1	92711958	92712458	501	GLMN	-
chr1	92867114	92867614	501	RPAP2	+
chr1	92974252	92974752	501	EVI5	-
chr1	93727742	93728242	501	RP4-717I23.3	-
chr1	94019719	94020219	501	FNBP1L	+
chr1	95439962	95440462	501	ALG14	-
chr1	97288795	97289295	501	PTBP2	+
chr1	100174258	100174758	501	FRRS1	-
chr1	100549118	100549618	501	SASS6	-
chr1	100985334	100985834	501	CDC14A	+
chr1	108918073	108918573	501	SLC25A24P1	+
chr1	108926357	108926857	501	SLC25A24P2	-
chr1	110905469	110905969	501	SLC16A4	-
chr1	112258814	112259314	501	RAP1A	+
chr1	113541619	113542119	501	RP11-31F15.1	+
chr1	113589178	113589678	501	RP11-389O22.1	+
chr1	114228046	114228546	501	MAGI3	+
chr1	118070995	118071495	501	MAN1A2	+
chr1	119818097	119818597	501	RP11-418J17.1	+
chr1	142729476	142729976	501	RP11-417J8.3	+
chr1	142826736	142827236	501	ANKRD20A14P	+
chr1	143118703	143119203	501	RP11-782C8.2	-
chr1	143232918	143233418	501	RP11-782C8.1	+
chr1	144093925	144094425	501	SRGAP2B	+
chr1	145695719	145696219	501	RNF115	+
chr1	149909704	149910204	501	OTUD7B	-
chr1	155305058	155305558	501	ASH1L	-
chr1	156904631	156905131	501	ARHGEF11	-
chr1	162756691	162757191	501	DDR2	+
chr1	167396083	167396583	501	POU2F1	+
chr1	168044582	168045082	501	DCAF6	+
chr1	169101768	169102268	501	NME7	-
chr1	173386931	173387431	501	RP11-296O14.3	-
chr1	173900351	173900851	501	RC3H1	-
chr1	174963946	174964446	501	RABGAP1L	+
chr1	175913966	175914466	501	RFWD2	-
chr1	178448145	178448645	501	RASAL2	+
chr1	179068461	179068961	501	ABL2	-
chr1	180858888	180859388	501	XPR1	+
chr1	180941860	180942360	501	STX6	-
chr1	182098444	182098944	501	GS1-122H1.2	-
chr1	183566882	183567382	501	SMG7	+
chr1	184759857	184760357	501	FAM129A	-
chr1	187328956	187329456	501	LINC01036	+
chr1	193222532	193223032	501	CDC73	+
chr1	196194908	196195408	501	KCNT2	-
chr1	197473877	197474377	501	DENND1B	-
chr1	198291051	198291551	501	NEK7	+
chr1	200829333	200829833	501	CAMSAP2	+
chr1	201795603	201796103	501	NAV1	+
chr1	202561335	202561835	501	PPP1R12B	+
chr1	205111631	205112131	501	DSTYK	-
chr1	207974862	207975362	501	C1orf132	-
chr1	211489228	211489728	501	RCOR3	+
chr1	212472836	212473336	501	RP11-384C4.7	-
chr1	213447617	213448117	501	RPS6KC1	+
chr1	224139095	224139595	501	RP11-504P24.8	-
chr1	224349250	224349750	501	FBXO28	+
chr1	224927752	224928252	501	CNIH3	+
chr1	225586497	225586997	501	DNAH14	+
chr1	226418849	226419349	501	LIN9	-
chr1	227177565	227178065	501	CDC42BPA	-
chr1	230417371	230417871	501	GALNT2	+
chr1	235294948	235295448	501	ARID4B	-
chr1	235613237	235613737	501	B3GALNT2	-
chr1	236647715	236648215	501	EDARADD	+
chr1	243287729	243288229	501	CEP170	-
chr1	243662895	243663395	501	SDCCAG8	+
chr1	244571795	244572295	501	ADSS	-
chr1	244803980	244804480	501	C1orf101	+
chr1	245003939	245004439	501	HNRNPU-AS1	-
chr1	245289967	245290467	501	EFCAB2	+
chr1	245912641	245913141	501	SMYD3	-
chr1	246831387	246831887	501	CNST	+
chr1	247285276	247285776	501	ZNF124	-
chr2	3192695	3193195	501	TSSC1	-
chr2	3488366	3488866	501	TRAPPC12	+
chr2	8992819	8993319	501	MBOAT2	-
chr2	10351352	10351852	501	C2orf48	+
chr2	11319886	11320386	501	ROCK2	-
chr2	12717975	12718475	501	AC096559.1	+
chr2	15307031	15307531	501	NBAS	-
chr2	19167728	19168228	501	AC092594.1	-
chr2	20110020	20110520	501	WDR35	-
chr2	20448451	20448951	501	PUM2	-
chr2	20883787	20884287	501	C2orf43	-
chr2	23971533	23972033	501	ATAD2B	-
chr2	24993072	24993572	501	NCOA1	+
chr2	28561269	28561769	501	BRE	+
chr2	30866592	30867092	501	LCLAT1	+
chr2	33624077	33624577	501	LTBP1	+
chr2	37873342	37873842	501	AC006369.2	+
chr2	38522021	38522521	501	ATL2	-
chr2	39024870	39025370	501	DHX57	-
chr2	39208536	39209036	501	SOS1	-
chr2	39476406	39476906	501	MAP4K3	-
chr2	39963199	39963699	501	THUMPD2	-
chr2	43393799	43394299	501	THADA	-
chr2	43994627	43995127	501	PLEKHH2	+
chr2	44999232	44999732	501	CAMKMT	+
chr2	45615818	45616318	501	SRBD1	-
chr2	46414630	46415130	501	PRKCE	+
chr2	46711065	46711565	501	TMEM247	+
chr2	48605934	48606434	501	FOXN2	+
chr2	48742026	48742526	501	PPP1R21	+
chr2	54531938	54532438	501	ACYP2	+
chr2	58386377	58386877	501	FANCL	-
chr2	58386556	58387056	501	VRK2	+
chr2	61158246	61158746	501	REL	+
chr2	62296581	62297081	501	AC018462.2	-
chr2	62373883	62374383	501	COMMD1	+
chr2	63273123	63273623	501	EHBP1	+
chr2	63348517	63349017	501	WDPCP	-
chr2	64119279	64119779	501	VPS54	-
chr2	65537984	65538484	501	SPRED2	-
chr2	66311274	66311774	501	AC074391.1	+
chr2	66800502	66801002	501	MEIS1	+
chr2	68857505	68858005	501	APLF	+
chr2	69688531	69689031	501	AAK1	-
chr2	71336813	71337313	501	MCEE	-
chr2	71661700	71662200	501	ZNF638	+
chr2	72403112	72403612	501	EXOC6B	-
chr2	73169164	73169664	501	SFXN5	-
chr2	73837421	73837921	501	ALMS1	+
chr2	74220368	74220868	501	RP11-711M9.1	+
chr2	74334804	74335304	501	TET3	+
chr2	74759540	74760040	501	LOXL3	-
chr2	85618376	85618876	501	ELMOD3	+
chr2	87257799	87258299	501	AC125232.1	-
chr2	91805185	91805685	501	AC027612.6	-
chr2	96514586	96515086	501	ANKRD36C	-
chr2	97929759	97930259	501	ANKRD36	+
chr2	98108977	98109477	501	ANKRD36B	-
chr2	98372798	98373298	501	TMEM131	-
chr2	99210354	99210854	501	INPP4A	+
chr2	101887680	101888180	501	RNF149	-
chr2	103459853	103460353	501	TMEM182	+
chr2	106510231	106510731	501	NCK2	+
chr2	106709758	106710258	501	UXS1	-
chr2	108002087	108002587	501	AC096669.2	-
chr2	109501434	109501934	501	CCDC138	+
chr2	111953926	111954426	501	MIR4435-1HG	-
chr2	114253267	114253767	501	CBWD2	+
chr2	120740895	120741395	501	PTPN4	+
chr2	120936196	120936696	501	EPB41L5	+
chr2	122095351	122095851	501	CLASP1	-
chr2	128056305	128056805	501	MAP3K2	-
chr2	132384340	132384840	501	POTEKP	+
chr2	135211693	135212193	501	MGAT5	+
chr2	135716413	135716913	501	CCNT2	+
chr2	135894485	135894985	501	ZRANB3	-
chr2	136482341	136482841	501	R3HDM1	+
chr2	139175853	139176353	501	AC097721.2	-
chr2	139330618	139331118	501	SPOPL	+
chr2	144525422	144525922	501	ARHGAP15	+
chr2	144695634	144696134	501	GTDC1	-
chr2	145141647	145142147	501	ZEB2	-
chr2	149275306	149275806	501	MBD5	+
chr2	149544631	149545131	501	EPC2	+
chr2	153505849	153506349	501	FMNL2	+
chr2	153617268	153617768	501	ARL6IP6	+
chr2	158592957	158593457	501	ACVR1	-
chr2	159538892	159539392	501	PKP4	+
chr2	160092303	160092803	501	WDSUB1	-
chr2	160175489	160175989	501	BAZ2B	-
chr2	167051694	167052194	501	SCN9A	-
chr2	168671283	168671783	501	AC016723.4	-
chr2	168730052	168730552	501	B3GALT1	+
chr2	168810529	168811029	501	STK39	-
chr2	169631145	169631645	501	CERS6	+
chr2	172946659	172947159	501	METAP1D	+
chr2	173489324	173489824	501	PDK1	+
chr2	174132239	174132739	501	MLTK	+
chr2	174937174	174937674	501	OLA1	-
chr2	175639056	175639556	501	AC018890.6	+
chr2	175936977	175937477	501	ATF2	-
chr2	179263661	179264161	501	OSBPL6	+
chr2	179390715	179391215	501	TTN	-
chr2	179638903	179639403	501	TTN-AS1	+
chr2	179966418	179966918	501	SESTD1	-
chr2	185803720	185804220	501	ZNF804A	+
chr2	188418891	188419391	501	AC007319.1	+
chr2	189460154	189460654	501	GULP1	+
chr2	190741856	190742356	501	PMS1	+
chr2	191054460	191054960	501	HIBCH	-
chr2	192813768	192814268	501	TMEFF2	-
chr2	192908410	192908910	501	AC098617.1	+
chr2	196998289	196998789	501	STK17B	-
chr2	197627715	197628215	501	CCDC150	+
chr2	199436806	199437306	501	PLCL1	+
chr2	200134222	200134722	501	SATB2	-
chr2	201838440	201838940	501	FAM126B	-
chr2	204090602	204091102	501	NBEAL1	+
chr2	206484387	206484887	501	PARD3B	+
chr2	208467656	208468156	501	CREB1	+
chr2	209718728	209719228	501	PTH2R	+
chr2	210886146	210886646	501	KANSL1L	-
chr2	219314973	219315473	501	USP37	-
chr2	227863432	227863932	501	RHBDD1	+
chr2	228425431	228425931	501	AGFG1	+
chr2	231685291	231685791	501	CAB39	+
chr2	233208561	233209061	501	DIS3L2	+
chr2	233631173	233631673	501	KCNJ13	-
chr2	233724786	233725286	501	GIGYF2	+
chr2	237039945	237040445	501	AGAP1	+
chr2	239969863	239970363	501	HDAC4	-
chr3	3742497	3742997	501	SUMF1	-
chr3	4889025	4889525	501	ITPR1	+
chr3	6673375	6673875	501	GRM7-AS3	-
chr3	6777317	6777817	501	AC069277.2	+
chr3	8817087	8817587	501	RAD18	-
chr3	11598640	11599140	501	ATG7	+
chr3	11831915	11832415	501	TAMM41	-
chr3	12556432	12556932	501	C3orf83	-
chr3	15094608	15095108	501	NR2C2	+
chr3	15708742	15709242	501	ANKRD28	-
