chr1	227615	267253	39639	AP006222.2	-
chr1	5922871	6052533	129663	NPHP4	-
chr1	6694228	6761984	67757	DNAJC11	-
chr1	8412457	8877702	465246	RERE	-
chr1	10532345	10690815	158471	PEX14	+
chr1	12290124	12572099	281976	VPS13D	+
chr1	16573334	16678949	105616	FBXO42	-
chr1	21132963	21503377	370415	EIF4G3	-
chr1	25071848	25170815	98968	CLIC4	+
chr1	32372022	32410457	38436	PTP4A2	-
chr1	32517892	32539075	21184	RP11-277A4.4	-
chr1	32573639	32642169	68531	KPNA6	+
chr1	36396319	36538101	141783	AGO3	+
chr1	41492872	41707826	214955	SCMH1	-
chr1	41972036	42501596	529561	HIVEP3	-
chr1	42642210	42801548	159339	FOXJ3	-
chr1	43855553	43918321	62769	SZT2	+
chr1	44171495	44396831	225337	ST3GAL3	+
chr1	44686742	44820932	134191	ERI3	-
chr1	46252659	46501796	249138	MAST2	+
chr1	48998527	50489585	1491059	AGBL4	-
chr1	50905150	51425935	520786	FAF1	-
chr1	51983981	52027301	43321	RP11-191G24.1	+
chr1	52608046	52812358	204313	ZFYVE9	+
chr1	53308183	53360670	52488	ZYG11A	+
chr1	53711217	53793742	82526	LRP8	-
chr1	59762310	60233347	471038	FGGY	+
chr1	61005921	61106163	100243	RP11-776H12.1	-
chr1	61330931	61928465	597535	NFIA	+
chr1	62920399	63153969	233571	DOCK7	-
chr1	63906441	64059392	152952	ITGB3BP	-
chr1	65713902	65881552	167651	DNAJC6	+
chr1	65745139	65772204	27066	RP5-1044H5.1	-
chr1	67390578	67454302	63725	MIER1	+
chr1	67773047	67862583	89537	IL12RB2	+
chr1	68297986	68668670	370685	GNG12-AS1	+
chr1	70034081	70617628	583548	LRRC7	+
chr1	70726271	70820417	94147	ANKRD13C	-
chr1	71547007	71955652	408646	ZRANB2-AS2	+
chr1	75667816	76076801	408986	SLC44A5	-
chr1	78245309	78344106	98798	FAM73A	+
chr1	87380331	87602334	222004	HS2ST1	+
chr1	89149905	89301938	152034	PKN2	+
chr1	89990395	90063423	73029	LRRC8B	+
chr1	91380859	91487829	106971	ZNF644	-
chr1	91726323	91870426	144104	HFM1	-
chr1	92711959	92764544	52586	GLMN	-
chr1	92764522	92867613	103092	RPAP2	+
chr1	92974253	93257961	283709	EVI5	-
chr1	93727743	93811582	83840	RP4-717I23.3	-
chr1	93913688	94020218	106531	FNBP1L	+
chr1	95439963	95538501	98539	ALG14	-
chr1	97187221	97289294	102074	PTBP2	+
chr1	100174259	100232187	57929	FRRS1	-
chr1	100549119	100598511	49393	SASS6	-
chr1	100810584	100985833	175250	CDC14A	+
chr1	108815565	108918572	103008	SLC25A24P1	+
chr1	108926358	108963917	37560	SLC25A24P2	-
chr1	110905470	110933704	28235	SLC16A4	-
chr1	112084840	112259313	174474	RAP1A	+
chr1	113499037	113542118	43082	RP11-31F15.1	+
chr1	113550876	113589677	38802	RP11-389O22.1	+
chr1	113933371	114228545	295175	MAGI3	+
chr1	117910071	118071494	161424	MAN1A2	+
chr1	119683019	119818596	135578	RP11-418J17.1	+
chr1	142618769	142729975	111207	RP11-417J8.3	+
chr1	142803532	142827235	23704	ANKRD20A14P	+
chr1	143118704	143211070	92367	RP11-782C8.2	-
chr1	143119061	143233417	114357	RP11-782C8.1	+
chr1	143913615	144094424	180810	SRGAP2B	+
chr1	145611036	145696218	85183	RNF115	+
chr1	149909705	149982625	72921	OTUD7B	-
chr1	155305059	155532598	227540	ASH1L	-
chr1	156904632	157015162	110531	ARHGEF11	-
chr1	162601163	162757190	156028	DDR2	+
chr1	167190066	167396582	206517	POU2F1	+
chr1	167905021	168045081	140061	DCAF6	+
chr1	169101769	169337205	235437	NME7	-
chr1	173386932	173430501	43570	RP11-296O14.3	-
chr1	173900352	173991435	91084	RC3H1	-
chr1	174128548	174964445	835898	RABGAP1L	+
chr1	175913967	176176629	262663	RFWD2	-
chr1	178062864	178448644	385781	RASAL2	+
chr1	179068462	179198819	130358	ABL2	-
chr1	180601140	180859387	258248	XPR1	+
chr1	180941861	180992047	50187	STX6	-
chr1	182098445	182283196	184752	GS1-122H1.2	-
chr1	183441351	183567381	126031	SMG7	+
chr1	184759858	184943682	183825	FAM129A	-
chr1	187061974	187329455	267482	LINC01036	+
chr1	193091147	193223031	131885	CDC73	+
chr1	196194909	196578355	383447	KCNT2	-
chr1	197473878	197744826	270949	DENND1B	-
chr1	198126093	198291550	165458	NEK7	+
chr1	200708686	200829832	121147	CAMSAP2	+
chr1	201592411	201796102	203692	NAV1	+
chr1	202317827	202561834	244008	PPP1R12B	+
chr1	205111632	205180727	69096	DSTYK	-
chr1	207974863	208042495	67633	C1orf132	-
chr1	211431719	211489727	58009	RCOR3	+
chr1	212472837	212505055	32219	RP11-384C4.7	-
chr1	213224589	213448116	223528	RPS6KC1	+
chr1	224139096	224141141	2046	RP11-504P24.8	-
chr1	224301789	224349749	47961	FBXO28	+
chr1	224622362	224928251	305890	CNIH3	+
chr1	225083964	225586996	503033	DNAH14	+
chr1	226418850	226497570	78721	LIN9	-
chr1	227177566	227506175	328610	CDC42BPA	-
chr1	230193536	230417870	224335	GALNT2	+
chr1	235294949	235491534	196586	ARID4B	-
chr1	235613238	235667781	54544	B3GALNT2	-
chr1	236511562	236648214	136653	EDARADD	+
chr1	243287730	243418650	130921	CEP170	-
chr1	243419320	243663394	244075	SDCCAG8	+
chr1	244571796	244615436	43641	ADSS	-
chr1	244617679	244804479	186801	C1orf101	+
chr1	245003940	245018799	14860	HNRNPU-AS1	-
chr1	245133007	245290466	157460	EFCAB2	+
chr1	245912642	246670614	757973	SMYD3	-
chr1	246729746	246831886	102141	CNST	+
chr1	247285277	247335318	50042	ZNF124	-
chr2	3192696	3381653	188958	TSSC1	-
chr2	3383446	3488865	105420	TRAPPC12	+
chr2	8992820	9143942	151123	MBOAT2	-
chr2	10281509	10351851	70343	C2orf48	+
chr2	11319887	11488456	168570	ROCK2	-
chr2	11988748	12718474	729727	AC096559.1	+
chr2	15307032	15701454	394423	NBAS	-
chr2	19167729	19546509	378781	AC092594.1	-
chr2	20110021	20189892	79872	WDR35	-
chr2	20448452	20551995	103544	PUM2	-
chr2	20883788	21022882	139095	C2orf43	-
chr2	23971534	24149984	178451	ATAD2B	-
chr2	24714783	24993571	278789	NCOA1	+
chr2	28112808	28561768	448961	BRE	+
chr2	30670092	30867091	197000	LCLAT1	+
chr2	33172039	33624576	452538	LTBP1	+
chr2	37827279	37873841	46563	AC006369.2	+
chr2	38522022	38604427	82406	ATL2	-
chr2	39024871	39103075	78205	DHX57	-
chr2	39208537	39351486	142950	SOS1	-
chr2	39476407	39664453	188047	MAP4K3	-
chr2	39963200	40006407	43208	THUMPD2	-
chr2	43393800	43823185	429386	THADA	-
chr2	43864412	43995126	130715	PLEKHH2	+
chr2	44589089	44999731	410643	CAMKMT	+
chr2	45615819	45839304	223486	SRBD1	-
chr2	45878484	46415129	536646	PRKCE	+
chr2	46656329	46711564	55236	TMEM247	+
chr2	48541776	48606433	64658	FOXN2	+
chr2	48667737	48742525	74789	PPP1R21	+
chr2	54197975	54532437	334463	ACYP2	+
chr2	58134786	58387055	252270	VRK2	+
chr2	58386378	58468507	82130	FANCL	-
chr2	61108656	61158745	50090	REL	+
chr2	62115859	62374382	258524	COMMD1	+
chr2	62296582	62374016	77435	AC018462.2	-
chr2	62900986	63273622	372637	EHBP1	+
chr2	63348518	64054977	706460	WDPCP	-
chr2	64119280	64246206	126927	VPS54	-
chr2	65537985	65659771	121787	SPRED2	-
chr2	65663845	66311773	647929	AC074391.1	+
